text	set	id	type
<br><b>Twist 5</b>: This Scheme <i>'Transforms</i>' into a random Unveiled Scheme. Do its Twist effect."	Messiah Complex	Hire Singularity Investigations to…	Scheme

"<font size='4'>…Reveal the Heroes' Evil Clones</font>
<br>Unveiled Scheme
<br><b>When revealed</b>: Twists stacked next to the Mastermind are “Cloning Breakthroughs.”
<br><b>Twist</b>: Add this Twist to the Cloning Breakthroughs. The top card of the Hero Deck enters the city as an “Evil Clone” Villain. <i>'Clone</i>' a copy of it from the Hero Deck as another Evil Clone.
<br><b>Special Rules</b>: Each Evil Clone has Attack equal to its cost plus the number of Cloning Breakthroughs. It has “<i>'Fight</i>': A player gains this as a Hero. KO one of your Heroes.”
<br><b>Evil Wins</b>: When there are 7 Evil Clones in the city and/or Escape Pile, or the Villain Deck or Hero Deck runs out."	Messiah Complex	…Reveal the Heroes' Evil Clones	Scheme

"<font size='4'>Raid Gene Banks to…</font>
<br>Veiled Scheme
<br><b>Setup</b>: 8 Twists
<br><b>Twist 1-3</b>:  If there is a Villain in the Bank, stack this Twist next to the Mastermind as a “Mutant Genome.” Otherwise, move a Villain from another city space to the Bank.
<br><b>Twist 4</b>: This Scheme <i>'Transforms</i>' into a random Unveiled Scheme. Do its Twist effect."	Messiah Complex	Raid Gene Banks to…	Scheme

"<font size='4'>…Unleash an Anti-Mutant Bioweapon</font>
<br>Unveiled Scheme
<br><b>When revealed</b>:  Twists stacked next to the Mastermind are “Bioweapon Adaptations.”
<br><b>Twist</b>: Add this Twist to the Bioweapon Adaptations. Then for each card in that stack, choose a different number from 2-6. KO all Heroes from the HQ that have any of those costs.
<br><b>Evil Wins</b>: When there are 15 non-grey Heroes in the KO pile or the Villain Deck or Hero Deck runs out.
<br>"	Messiah Complex	…Unleash an Anti-Mutant Bioweapon	Scheme

"<font size='4'>Claim Souls for Demons</font>
<br><b>Setup</b>: 8 Twists.
<br><b>Twist 1-3</b>: Each player makes a <i>'Demonic Bargain</i>' to rescue a Bystander. If that Bargain wounds that player, stack that Bystander next to the Scheme as a “Tormented Soul” instead.
<br><b>Twist 4-8</b>: Each player makes a <i>'Demonic Bargain</i>' to gain a S.H.I.E.L.D. Officer. If that Bargain wounds that player, stack that Officer next to the Scheme as a “Tormented Soul” instead.
<br><b>Evil Wins</b>: When the number of Tormented Souls is four times the number of players."	Doctor Strange and the Shadows of Nightmare	Claim Souls for Demons	Scheme

"<font size='4'>War for the Dream Dimension</font>
<br><b>Setup</b>: 7 Twists. Add an extra Villain Group.
<br><b>Twist</b>: Reveal the top two cards of the Villain Deck. The Villain you revealed with the highest printed Attack enters the <i>'Astral Plane</i>'. (It does not do any Ambush abilities.) If you revealed a second Villain this way, that Villain enters the city. Put the rest of the revealed cards back in any order.
<br><b>Evil Wins</b>: When there are 3 Villains per player in the Escape Pile or the Villain Deck runs out."	Doctor Strange and the Shadows of Nightmare	War for the Dream Dimension	Scheme

"<font size='4'>Cursed Pages of the Darkhold Tome</font>
<br><b>Setup</b>: 11 Twists, representing Cursed Pages of the Darkhold Tome. Add an extra Villain Group.
<br><b>Special Rules</b>: Cursed Pages are Ritual Artifacts with “If you fought a Villain or Mastermind: You may discard this to get +3 Recruit.”
<br><b>Twist</b>:  Put this Cursed Page next to the Mastermind, plus a Cursed Page from any player’s control or discard pile or the KO pile. For this turn only, the first time you fight a Villain or Mastermind, put one of the Mastermind’s Cursed Pages into your discard pile.
<br><b>Evil Wins</b>: When the Mastermind has 7 Cursed Pages at the end of any player’s turn or the Villain Deck runs out."	Doctor Strange and the Shadows of Nightmare	Cursed Pages of the Darkhold Tome	Scheme

"<font size='4'>Duels of Science and Magic</font>
<br><b>Setup</b>: 2 players: 9 Twists. 1 or 4 players: 10 Twists. 3 or 5 players: 11 Twists.
<br><b>Twist 1, 3, and 5</b>: “Duel of Science”: Each player reveals a <img src=""silver.png""> or <img src=""blue.png""> Hero or discards down to 4 cards. If at least half the players (round up) failed to reveal, put this Twist next to the Mastermind as a “Duel Won.”
<br><b>Twist 2, 4, and 6</b>: “Duel of Magic”: Same effect, but with <img src=""yellow.png""> or <img src=""red.png"">.
<br><b>Twist 7-11</b>: “Duel of Science and Magic”: Same effect, but each player must reveal at least three of these colors: <img src=""yellow.png"">, <img src=""red.png"">, <img src=""silver.png"">, <img src=""blue.png"">.
<br><b>Evil Wins</b>: When the Mastermind has won 5 Duels.
<br>"	Doctor Strange and the Shadows of Nightmare	Duels of Science and Magic	Scheme

"<font size='4'>Inescapable ""Kyln"" Space Prison</font>
<br><b>Setup</b>: 8 Twists. Add an extra Villain Group.
<br><b>Special Rules</b>: Heroes that start in or enter the HQ are ""Imprisoned"" face down, can't be recruited, and cost 0. You can spend <i>'1</i>'Attack each to flip them face up.
<br><b>Twist</b>: Spend this amount this turn ""for the escape plan"" or else after you draw your new hand, gain a Wound then Imprison and mix up all Heroes in the HQ.
<br><b>Twist 1-3: 3</b> Attack (Quarnyx Battery)
<br><b>Twist 4-5: 5</b> Attack (Prison Control Device)
<br><b>Twist 6: 6</b> Recruit (That Guy's Leg)
<br><b>Twist 7: 7</b> Attack (Cassette Player)
<br><b>Twist 8:</b> Evil wins!"	Marvel Studios' Guardians of the Galaxy	"Inescapable ""Kyln"" Space Prison"	Scheme

"<font size='4'>Provoke the Sovereign War Fleet</font>
<br><b>Setup</b>: 11 Twists. Add an extra Villain Group.
<br><b>Twist</b>: This Twist enters the city as a <i>'2</i>' Attack ""Sovereign Omnicraft"" Villain worth 1VP with ""'''Fight:''' You get '''+1''' Recruit."" Each player shuffles all Twists from their Victory Piles back into the Villain Deck. Play another card from the Villain Deck.
<br><b>Evil Wins</b>: When 3 Omnicraft escape."	Marvel Studios' Guardians of the Galaxy	Provoke the Sovereign War Fleet	Scheme

"<font size='4'>Star-Lord's Awesome Mix Tape</font>
<br><b>Setup</b>: 7 Twists. Use 7 Heroes including at least one Guardians of the Galaxy Hero. Use double the normal number of Villain and Henchman Groups, but use only half the cards from each of those groups, randomly & secretly. <i>(1 player: 2 Henchmen per group)</i>
<br><b>Twist</b>: KO all Heroes from HQ. Villains in the Sewers and Bridge swap spaces. Likewise Villains in the Bank and Streets.
<br><b>Evil Wins</b>: When there are 32 non-grey Heroes in the KO pile."	Marvel Studios' Guardians of the Galaxy	Star-Lord's Awesome Mix Tape	Scheme

"<font size='4'>Unleash the Abilisk Space Monster</font>
<br><b>Setup</b>: 9 Twists.
<br><b>Twist 1-8</b>: Put this Twist next the the Scheme as an ""Abilisk Tentacle"" Villain worth 4VP. It captures a non-grey Hero from your discard pile. Its Attack is 3 + the cost of that Hero. It has ""<i>'Fight:</i>' KO one of your grey Heroes."" A player of your choice gains the captured Hero."" 2+ players:The player on your right plays a Tentacle from their Victory Pile, capturing from them.
<br><b>Twist 9</b>: Replay all the captured Tentacles.
<br><b>Evil Wins</b>: When there are 5 Tentacles.
<br>"	Marvel Studios' Guardians of the Galaxy	Unleash the Abilisk Space Monster	Scheme

"<font size='4'>Seize the Wakandan Throne</font>
<br><b>Setup</b>: 6 Twists.
<br><b>Twist</b>: If the Mastermind has the <i>'Throne's Favor</i>', they spend it to stack this Twist next to the Scheme as a 'Tribe of Wkanda Defeated."" Otherwise: The Mastermind gains the '''Throne's Favor''', shuffle this Twist back into the Villain Deck, and then play a card from the Villain Deck.
<br><b>Special Rules</b>: Whenever you fight the Mastermind, you gain the <i>'Throne's Favor.</i>'
<br><b>Evil Wins</b>: When the 5 Trides of Wakanda have been defeated."	Black Panther	Seize the Wakandan Throne	Scheme

"<font size='4'>Poison Lakes with Nanite Microbots</font>
<br><b>Setup</b>: Twists equal to 5 plus the number of players. 30 Wounds in the Wound Stack.
<br><b>Twist</b>: Stack this Twist next to the Scheme as an ""Infected Nanite."" Wound the Mastermind. Then for each Infected Nanite, Wound a Hero in the HQ, dividing these new Wounds as evenly as possible.
<br><b>Special Rules</b>: Whenever you recruit a Hero <i>[or it leaves the HQ]</i>, pay '''1''' Recruit less for each Wound on it and choose players to gain those Wounds, dividing them as evenly as possible. Whenever a Wound is KO'd from anywhere, return it to the bottom of the Wound Stack.
<br><b>Evil Wins</b>: When the Wound Stack or Villain Deck runs out."	Black Panther	Poison Lakes with Nanite Microbots	Scheme

"<font size='4'>Plunder Wakanda's Vibranium</font>
<br><b>Setup</b>: 10 Twists, representing ""Vibranium.""
<br><b>Twist</b>: Put any Vibranium from the city into the Escape Pile. A Bystander enters the city as a <i>'3</i>' Attack ""Smuggler"" Villain with ""Fight: Rescue this as a Bystander."" Then the highest Attack Villain captures this Twist. Put the top card of the Hero Deck next to the Scheme as a ""Vibranium Attunement,"" putting any previous Attunement on the bottom of the Hero Deck.
<br><b>Special Rules</b>: A Villain holding Vibranium is <i>'Empowered</i>' by the colors of the Vibranium Attunement. When you defeat them, put the Vibranium in your Victory Pile, worth 3VP.
<br><b>Evil Wins</b>: When 4 Vibranium are in the Escape Pile or the Villain Deck runs out."	Black Panther	Plunder Wakanda's Vibranium	Scheme

"<font size='4'>Provoke Clash of Nations</font>
<br><b>Setup</b>: 11 Twists.
<br><b>Twist 1-8</b>: Wihtout talking, all players simultaneously vote with a Fist, Palm, or 2 Fingers. Break ties at random. Then only you discard your hand and draw six cards. You must do the voted task below by the end of this turn or stack this twist next to the Mastermind as an ""International Crisis""/
<br>* <b>Fist</b>: ""War"" - Defeat a non-Henchman Villain or Mastermind Tactic.
<br>* <b>Palm</b>: ""Diplomacy"" - Play three Heroes that share a Hero Class.
<br>* <b>Two Fingers</b>: ""Commerce"" - Recruit two Heroes from the HQ.
<br><b>Twist 9-11</b>: Do all three tasks this turn or add an International Crisis.
<br><b>Evil Wins</b>: At 6 International Crises."	Black Panther	Provoke Clash of Nations	Scheme

"<font size='3'>Doombot Legion</font>
<br><b>Fight</b>: Look at the top two cards of your deck. KO one of them and put the other back.
<br><b>Attack</b>: 3
<br><b>VP</b>: 1"	Base	Doombot Legion	Henchmen

"<font size='3'>Hand Ninjas</font>
<br><b>Fight</b>: You get +1 Recruit.
<br><b>Attack</b>: 3
<br><b>VP</b>: 1"	Base	Hand Ninjas	Henchmen

"<font size='3'>Savage Land Mutates</font>
<br><b>Fight</b>: When you draw a new hand of cards at the end of this turn, draw an extra card.
<br><b>Attack</b>: 3
<br><b>VP</b>: 1"	Base	Savage Land Mutates	Henchmen

"<font size='3'>Sentinel</font>
<br><b>Fight</b>: KO one of your Heroes.
<br><b>Attack</b>: 3
<br><b>VP</b>: 1
<br>
<br>"	Base	Sentinel	Henchmen

"<font size='3'>Maggia Goons</font>
<br><b>Bribe</b>
<br><b>Fight</b>: KO one of your Heroes.
<br><b>Attack</b>: 4*
<br><b>VP</b>: 1"	Dark City	Maggia Goons	Henchmen

"<font size='3'>Phalanx</font>
<br><b>Fight</b>: Reveal a <img src=""silver.png""> Hero or KO one of your Heroes with an Attack icon.
<br><b>Attack</b>: 3
<br><b>VP</b>: 1
<br>
<br>"	Dark City	Phalanx	Henchmen

"<font size='3'>Asgardian Warriors</font>
<br><b>Fight</b>: Draw a card.
<br><b>Attack</b>: 3
<br><b>VP</b>: 1"	Villains	Asgardian Warriors	Henchmen

"<font size='3'>Cops</font>
<br><b>Fight</b>: Gain a New Recruit.
<br><b>Attack</b>: 3
<br><b>VP</b>: 1"	Villains	Cops	Henchmen

"<font size='3'>Multiple Man</font>
<br><b>Fight</b>: KO one of your Allies for each other Multiple Man in your Victory Pile.
<br><b>Attack</b>: 3
<br><b>VP</b>: 1"	Villains	Multiple Man	Henchmen

"<font size='3'>S.H.I.E.L.D. Assault Squad</font>
<br><b>Fight</b>: Discard the top card of your deck. Then KO an Ally from your discard pile.
<br><b>Attack</b>: 3
<br><b>VP</b>: 1
<br>
<br>"	Villains	S.H.I.E.L.D. Assault Squad	Henchmen

"<font size='3'>Ghost Racers</font>
<br><b>Ambush</b>: <i>'Rise of the Living Dead</i>'
<br><b>Fight</b>: Reveal a <img src=""red.png""> Hero or KO one of your Heroes with an Attack icon.
<br><b>Attack</b>: 3
<br><b>VP</b>: 1"	Secret Wars Volume 1	Ghost Racers	Henchmen

"<font size='3'>M.O.D.O.K.s</font>
<br><b>Fight</b>: KO a Hero from your discard pile or the HQ. If that Hero has a Recruit icon, you get +1 Recruit.
<br><b>Attack</b>: 3
<br><b>VP</b>: 1"	Secret Wars Volume 1	M.O.D.O.K.s	Henchmen

"<font size='3'>Thor Corps</font>
<br><b>Fight</b>: Gain this as a Hero.
<br>---
<br>Team: Avengers
<br>Class: <img src=""green.png"">, <img src=""blue.png"">
<br>2+ Recruit
<br><img src=""green.png""> <img src=""blue.png"">: You get +1 Recruit.
<br><b>Attack</b>: 3
<br><b>VP</b>: 0
<br>"	Secret Wars Volume 1	Thor Corps	Henchmen

"<font size='3'>Khonshu Guardians</font>
<br>While in the Sewers, Rooftops or Bridge, this is in ""wolf form"" and gets +2 Attack.
<br><b>Fight</b>: KO one of your Heroes.
<br><b>Attack</b>: 3
<br><b>VP</b>: 1"	Secret Wars Volume 2	Khonshu Guardians	Henchmen

"<font size='3'>Magma Men</font>
<br><b>Fight</b>: KO one of your Heroes.
<br><b>Fateful Resurrection</b>
<br><b>Attack</b>: 3
<br><b>VP</b>: 1"	Secret Wars Volume 2	Magma Men	Henchmen

"<font size='3'>Spider-Infected</font>
<br><b>Ambush</b>: This captures a Bystander.
<br><b>Fight</b>: The next Hero you gain this turn has <i>'Wall-Crawl</i>'.
<br><b>Attack</b>: 3
<br><b>VP</b>: 1
<br>
<br>"	Secret Wars Volume 2	Spider-Infected	Henchmen

"<font size='3'>Mandroid</font>
<br>This gets +1 Attack for each other Mandroid in your Victory Pile.
<br><b>Fight</b>: KO one of your Heroes.
<br><b>Attack</b>: 2+
<br><b>VP</b>: 1"	Civil War	Mandroid	Henchmen

"<font size='3'>Cape-Killers</font>
<br><b>S.H.I.E.L.D. Clearance</b>
<br><b>Fight</b>: KO a card from your discard pile.
<br><b>Attack</b>: 3*
<br><b>VP</b>: 1
<br>
<br>"	Civil War	Cape-Killers	Henchmen

"<font size='3'>The Brood</font>
<br>This Villain gets +1 Attack for each Bystander in the KO pile.
<br><b>Fight</b>: KO one of your Heroes. Then KO a Bystander from the Bystander Stack.
<br><b>Attack</b>: 1+
<br><b>VP</b>: 1"	X-Men	The Brood	Henchmen

"<font size='3'>Hellfire Cult</font>
<br><b>Fight</b>: Reveal the top card of your deck. If it costs 0, KO it. Otherwise, you get +1 Recruit.
<br><b>Attack</b>: 3
<br><b>VP</b>: 1"	X-Men	Hellfire Cult	Henchmen

"<font size='3'>Sapien League</font>
<br><b>Fight</b>: KO one of your Heroes. Then, reveal the top card of the Villain Deck. If it's a Henchman Villain, play it.
<br><b>Attack</b>: 3
<br><b>VP</b>: 1"	X-Men	Sapien League	Henchmen

"<font size='3'>Shi'ar Death Commandos</font>
<br><b>Ambush</b>: This Villain captures a <i>'Human Shield</i>'.
<br><b>Fight</b>: KO one of your Heroes.
<br><b>Attack</b>: 2*
<br><b>VP</b>: 1"	X-Men	Shi'ar Death Commandos	Henchmen

"<font size='3'>Shi'ar Patrol Craft</font>
<br><b>Fight</b>: The next Hero you recruit this turn has <i>'Soaring Flight</i>'.
<br><b>Attack</b>: 3
<br><b>VP</b>: 1
<br>
<br>"	X-Men	Shi'ar Patrol Craft	Henchmen

"<font size='3'>Cytoplasm Spikes</font>
<br><b>Fight</b>: <i>'Feast</i>'. If Cytoplasm Spikes feasts on a non-grey Hero, you get +2 Recruit.
<br><b>Attack</b>: 3
